CHR	BP	OR	P_value
chr1	2359981	1.28489452970982	1
chr1	2362827	1.28489452970982	1
chr1	2362828	0.988145167076147	1
chr1	2424122	0.988145167076147	1
chr1	2424123	0.988145167076147	1
chr1	2439191	0.988145167076147	1
chr1	2439192	1.54645659950684	0.681942228084818
chr1	2445406	1.54645659950684	0.681942228084818
chr1	2445407	1.08874893456963	1
chr1	2450394	1.08874893456963	1
chr1	2450395	1.08874893456963	1
chr1	2473258	1.08874893456963	1
chr1	2473259	2.11983754614782	0.613585803067237
chr1	2501338	0.738163192569449	1
chr1	2502779	1.05421742138699	1
chr1	2521430	1.05421742138699	1
chr1	2554287	1.05421742138699	1
chr1	2554288	1.54645659950684	0.681942228084818
chr1	2564182	1.54645659950684	0.681942228084818
chr1	2564183	1.08874893456963	1
chr1	2564184	1.08874893456963	1
chr1	2565691	0.64788613764271	0.68167399154066
chr1	2578348	1.01266170394063	1
chr1	2579341	1.01266170394063	1
chr1	2579342	1.47781738844486	1
chr1	2603225	0.644458506828638	0.708035523952014
chr1	2625484	0.644458506828638	0.708035523952014
chr1	2625485	3.28834777406193	0.353267510227067
chr1	2694445	1.3900636069034	0.763869005107952
chr1	2699649	1.18346281296116	0.780267339906728
chr1	2701643	1.3198593546602	0.781416297273719
chr1	2713326	0.944384766989438	1
chr1	2713327	0.85575252552357	0.806003133376166
chr1	2727804	0.937370693685166	1
chr1	2735564	1.05067779370879	1
chr1	2770458	1.05067779370879	1
chr1	2770459	0.937370693685166	1
chr1	2817421	0.937370693685166	1
chr1	2817422	1.05790802280831	1
chr1	2849190	1.05790802280831	1
chr1	2849191	0.953268367902952	1
chr1	2891713	0.953268367902952	1
chr1	2891714	1.05176696072075	1
chr1	2898960	1.16742273774605	0.81032670883923
chr1	2917377	1.02205730845217	1
chr1	2921909	1.16114445962069	0.81936196062657
chr1	2927624	1.0628597124852	1
chr1	2928421	1.19089972958539	0.826350190748101
chr1	2944527	1.19089972958539	0.826350190748101
chr1	2944528	1.34461479163519	0.652616286712272
chr1	2982621	1.34461479163519	0.652616286712272
chr1	2982622	1.50878992192171	0.488137976206448
chr1	2994717	1.50878992192171	0.488137976206448
chr1	2994718	1.50878992192171	0.488137976206448
chr1	2996602	1.50878992192171	0.488137976206448
chr1	2996603	1.18354908269195	0.809335237900735
chr1	3020246	1.18354908269195	0.809335237900735
chr1	3020247	1.06695740011034	1
chr1	3054268	1.06695740011034	1
chr1	3054269	0.924195744381778	1
chr1	3104630	0.924195744381778	1
chr1	3104631	1.07881303400011	1
chr1	3133439	1.07881303400011	1
chr1	3133440	1.22935042809847	0.784365840639278
chr1	3135175	1.22935042809847	0.784365840639278
chr1	3135176	1.0739393989413	1
chr1	3199217	1.0739393989413	1
chr1	3199218	1.34357552939285	0.764009465347796
chr1	3199634	1.34357552939285	0.764009465347796
chr1	3199635	1.63301636079281	0.53292916610501
chr1	3200376	1.63301636079281	0.53292916610501
chr1	3200377	1.40176874707735	0.741974427353168
chr1	3202513	1.40176874707735	0.741974427353168
chr1	3202514	1.19861557465531	1
chr1	3202896	1.19861557465531	1
chr1	3202897	0.898876708157281	1
chr1	3208375	0.898876708157281	1
chr1	3208376	1.19853077461401	1
chr1	3212428	1.19853077461401	1
chr1	3362256	0.697296720188218	1
chr1	3374360	0.473489978800136	0.646891677660731
chr1	3383038	0.230444926972409	0.22301030063777
chr1	3393037	0.440576688393258	0.452704391300843
chr1	3413996	0.351556272273529	0.285813288787254
chr1	3421586	0.351556272273529	0.285813288787254
chr1	3421587	0.415724622714512	0.448044413284738
chr1	3428608	0.415724622714512	0.448044413284738
chr1	3428609	0.492729096706362	0.447751900816742
chr1	3431235	0.492729096706362	0.447751900816742
chr1	3431236	0.253586648950412	0.368350706168874
chr1	3450637	0.253586648950412	0.368350706168874
chr1	3520871	0.814695177632195	1
chr1	3542969	1.6294846260296	1
chr1	3587377	1.6294846260296	1
chr1	3587378	0.814695177632195	1
chr1	3600798	0.814695177632195	1
chr1	3647024	1.86299334486192	1
chr1	3651126	0.585066932007213	0.669130877344892
chr1	3654747	0.868434158963061	1
chr1	3671791	1.14892319218003	1
chr1	3677933	0.85460471323588	1
chr1	3697035	0.85460471323588	1
chr1	3697036	0.64452149380986	0.710245447550657
chr1	3701663	0.64452149380986	0.710245447550657
chr1	3701664	0.896833240327222	1
chr1	3705060	0.896833240327222	1
chr1	3705226	0.896833240327222	1
chr1	3705227	1.6294846260296	1
chr1	3706538	1.6294846260296	1
chr1	3753813	0.787715311367868	1
chr1	3761479	0.787715311367868	1
chr1	3761480	0.787715311367868	1
chr1	3772359	0.787715311367868	1
chr1	3772360	0.787715311367868	1
chr1	4137042	0.366244544184469	0.577044464674629
chr1	4149417	0.366244544184469	0.577044464674629
chr1	4152715	0.366244544184469	0.577044464674629
chr1	4152716	0.720271991450125	1
chr1	4178303	0.720271991450125	1
chr1	4178304	0.720271991450125	1
chr1	4227464	0.366244544184469	0.577044464674629
chr1	4300806	0.366244544184469	0.577044464674629
chr1	4300807	0.720271991450125	1
chr1	4359166	0.720271991450125	1
chr1	4388758	0.720271991450125	1
chr1	4409496	0.720271991450125	1
chr1	4409497	0.720271991450125	1
chr1	4434974	0.720271991450125	1
chr1	5303371	1.51499424644305	0.712027719430177
chr1	5304873	1.08760735664013	1
chr1	5306840	1.16004315819835	0.816092116364807
chr1	5307076	1.26837764266303	0.651543919233778
chr1	5309255	1.37615748727663	0.510080475576853
chr1	5310258	1.21523755404506	0.827010004410432
chr1	5312308	1.31067772823972	0.669261600581997
chr1	5335599	1.31067772823972	0.669261600581997
chr1	5335600	1.21523755404506	0.827010004410432
chr1	5342294	1.21523755404506	0.827010004410432
chr1	5342295	1.37615748727663	0.510080475576853
chr1	5350428	1.37615748727663	0.510080475576853
chr1	5350429	1.58429512516035	0.365003073541768
chr1	5358383	1.58429512516035	0.365003073541768
chr1	5358384	1.21305118906167	0.804084610737914
chr1	5358385	1.08760735664013	1
chr1	5359498	1.08760735664013	1
chr1	5359499	1.13741812392494	1
chr1	5362345	1.13741812392494	1
chr1	5362346	1.51499424644305	0.712027719430177
chr1	5369177	1.51499424644305	0.712027719430177
chr1	5402870	2.11983754614782	0.613585803067237
chr1	5425109	2.11983754614782	0.613585803067237
chr1	5960503	3.28834777406193	0.353267510227067
chr1	5982044	1.50137614971132	1
chr1	6059322	1.50137614971132	1
chr1	6059323	2.89065165293846	0.621885917082838
chr1	6061781	2.89065165293846	0.621885917082838
chr1	6061782	1.77248622583701	1
chr1	6067640	1.77248622583701	1
chr1	6067641	0.752547880892329	1
chr1	6079392	0.752547880892329	1
chr1	7422551	0.798968312425229	1
chr1	7444519	0.798968312425229	1
chr1	8982906	0.524120119976742	1
chr1	8994112	0.524120119976742	1
chr1	9003178	0.524120119976742	1
chr1	9009443	0.524120119976742	1
chr1	9009444	1.19853077461401	1
chr1	9010627	1.19853077461401	1
chr1	9060170	0.988146593255866	1
chr1	9061160	1.86299334486192	1
chr1	9061161	1.86299334486192	1
chr1	9061162	1.86299334486192	1
chr1	9080966	1.86299334486192	1
chr1	9080967	0.988146593255866	1
chr1	9081001	0.988146593255866	1
chr1	9308037	1.26943801765978	1
chr1	9315847	1.46912363251293	0.557487694430709
chr1	9318401	1.18346281296116	0.780267339906728
chr1	9321240	0.877091227406845	0.729423552002829
chr1	9321241	1.12899868312876	0.655627272703024
chr1	9323909	1.0668312914294	0.825770905383742
chr1	9323910	1.19308750542301	0.423170984714527
chr1	9324212	1.18421268131539	0.428015422019063
chr1	9324213	1.21321113516364	0.332078617327978
chr1	9324571	1.20429757693888	0.385495142632552
chr1	9325085	1.22265445910986	0.302584664800801
chr1	9325676	1.17225732642185	0.403768565345393
chr1	9326132	1.25627571890502	0.236036637551551
chr1	9326658	0.962264148358612	0.832915072901443
chr1	9327413	1.00085291828105	1
chr1	9327483	1.00248815526257	1
chr1	9329289	0.999612722810141	1
chr1	9330479	0.991509624106931	1
chr1	9331951	0.989785413632945	0.946959737173739
chr1	9331952	0.990750264511253	0.94720458454409
chr1	9332703	0.986990385638734	0.947346770820083
chr1	9339205	0.993749849427756	1
chr1	9349937	0.993749849427756	1
chr1	9349938	0.978153719630926	0.894684879417624
chr1	9349939	0.962531090557729	0.790420074863358
chr1	9355897	0.962531090557729	0.790420074863358
chr1	9355898	0.954709768331991	0.739269946053784
chr1	9360207	0.954709768331991	0.739269946053784
chr1	9360208	0.963966527549939	0.789676990778961
chr1	9360209	0.940260024115871	0.686621688096816
chr1	9362341	0.940260024115871	0.686621688096816
chr1	9362342	0.949481233763183	0.73618794063053
chr1	9364634	0.949481233763183	0.73618794063053
chr1	9364635	0.901524224906497	0.453187048294321
chr1	9366852	0.901524224906497	0.453187048294321
chr1	9366853	0.899817970627389	0.450967676834987
chr1	9367908	0.899817970627389	0.450967676834987
chr1	9367909	0.900679153806933	0.49049002350846
chr1	9370911	0.900679153806933	0.49049002350846
chr1	9370912	0.910784231736063	0.532111506416839
chr1	9371099	0.910784231736063	0.532111506416839
chr1	9371100	0.9204889748183	0.577860434988583
chr1	9377864	0.9204889748183	0.577860434988583
chr1	9377865	0.921596950997139	0.576257802305886
chr1	9379693	0.921596950997139	0.576257802305886
chr1	9379694	0.877407903133698	0.388756451536965
chr1	9381504	0.877407903133698	0.388756451536965
chr1	9381505	0.886961828784162	0.42845095792997
chr1	9382284	0.886961828784162	0.42845095792997
chr1	9382285	0.896713808414526	0.470624314727976
chr1	9382469	0.896713808414526	0.470624314727976
chr1	9382470	0.887763062590554	0.426370870696906
chr1	9387311	0.887763062590554	0.426370870696906
chr1	9387312	0.873865099043641	0.381507616344207
chr1	9387359	0.873865099043641	0.381507616344207
chr1	9387360	0.837917760680823	0.236730586797002
chr1	9387443	0.837917760680823	0.236730586797002
chr1	9387444	0.847465450479334	0.297994219546065
chr1	9387445	0.792930537370513	0.15933075502948
chr1	9389218	0.792930537370513	0.15933075502948
chr1	9389219	0.746842716951902	0.0789002626634421
chr1	9391199	0.746842716951902	0.0789002626634421
chr1	9391200	0.734836665572411	0.065284143468648
chr1	9392727	0.734836665572411	0.065284143468648
chr1	9392728	0.753675468697975	0.0905329977796286
chr1	9394007	0.753675468697975	0.0905329977796286
chr1	9394008	0.752895914835828	0.0886844810312319
chr1	9394009	0.82407189163332	0.27160623498952
chr1	9396660	0.82407189163332	0.27160623498952
chr1	9396661	0.819780536847222	0.292383623712115
chr1	9396934	0.819780536847222	0.292383623712115
chr1	9396935	0.833117607739797	0.32933142622266
chr1	9396936	0.794007475534196	0.209682197051673
chr1	9399639	0.794007475534196	0.209682197051673
chr1	9399640	0.772636873453498	0.190729166168666
chr1	9400534	0.772636873453498	0.190729166168666
chr1	9400535	0.766592970211717	0.186662242935685
chr1	9400867	0.766592970211717	0.186662242935685
chr1	9400868	0.746048874523289	0.164820411207505
chr1	9400869	0.772265305611209	0.242303056847923
chr1	9402403	0.772265305611209	0.242303056847923
chr1	9402404	1.46784282039521	0.481511245989182
chr1	9404693	1.46784282039521	0.481511245989182
chr1	9404694	2.02968758369531	0.364925052040358
chr1	9404980	2.02968758369531	0.364925052040358
chr1	9404981	2.30332068648649	0.318445659628726
chr1	9405017	2.30332068648649	0.318445659628726
chr1	9405018	1.08874893456963	1
chr1	9407175	1.08874893456963	1
chr1	9407176	2.11983754614782	0.613585803067237
chr1	9408959	2.11983754614782	0.613585803067237
chr1	9556061	4.15252802822544	0.210513795379999
chr1	9580651	4.15252802822544	0.210513795379999
chr1	9580919	4.15252802822544	0.210513795379999
chr1	9580920	2.99254426458744	0.622665944678163
chr1	9584442	2.99254426458744	0.622665944678163
chr1	10013014	0.814695177632195	1
chr1	10017433	0.988145880208907	1
chr1	10040290	0.988145880208907	1
chr1	10040291	0.814695177632195	1
chr1	10071301	0.814695177632195	1
chr1	10075840	0.988146593255866	1
chr1	10158715	0.988146593255866	1
chr1	11775467	1.19853077461401	1
chr1	11794553	2.11983754614782	0.613585803067237
chr1	11816092	2.11983754614782	0.613585803067237
chr1	11816093	0.988146593255866	1
chr1	11825544	0.988146593255866	1
chr1	11836450	0.988146593255866	1
chr1	11917340	0.988146593255866	1
chr1	12337666	0.407308614173988	0.590990721745161
chr1	12337667	0.271511484631267	0.332233820335909
chr1	12339360	0.926254968464586	1
chr1	12339618	1.21806427192769	0.780346785054964
chr1	12342598	1.28851964481154	0.79657208671429
chr1	12391953	1.56656054663796	0.467762463625488
chr1	12392253	1.36819955188088	0.637753198981424
chr1	12395789	1.21705360226578	0.818587161801558
chr1	12418700	1.32298885825376	0.654948264933959
chr1	12420300	1.17069333208415	0.827751187825181
chr1	12429610	1.04936300137331	1
chr1	12436431	0.938756251941903	1
chr1	12458797	0.938756251941903	1
chr1	12480504	0.938756251941903	1
chr1	12480505	1.02727329374747	1
chr1	12549697	1.02727329374747	1
chr1	12549698	1.02727329374747	1
chr1	12602356	0.953386957762497	1
chr1	12602979	0.876971591574955	0.844309491258268
chr1	12615069	0.955913616611127	1
chr1	12626261	0.955913616611127	1
chr1	12626262	1.03967203062489	1
chr1	12650743	0.947322789488065	1
chr1	12683190	0.87673196082687	0.849637610161929
chr1	12690119	0.87673196082687	0.849637610161929
chr1	12699337	0.808826168861367	0.580747737624906
chr1	12713692	0.808826168861367	0.580747737624906
chr1	12713693	0.87673196082687	0.849637610161929
chr1	12731572	0.815749704082959	0.7093005607578
chr1	12738777	0.865288302900469	0.716533373208943
chr1	12743160	0.865288302900469	0.716533373208943
chr1	12743161	0.929617865200943	0.854016565820668
chr1	12746537	0.982186008878194	1
chr1	12775851	0.982186008878194	1
chr1	12775852	1.06045798335038	1
chr1	12779560	1.06045798335038	1
chr1	12779561	0.995547148930777	1
chr1	12799736	0.995547148930777	1
chr1	12805292	0.995547148930777	1
chr1	12821075	0.995547148930777	1
chr1	12821076	0.995547148930777	1
chr1	12824223	0.995547148930777	1
chr1	12824224	1.18378179833909	0.698154532696378
chr1	12825566	1.18378179833909	0.698154532696378
chr1	12825567	1.31919787074004	0.550389713777524
chr1	12829791	1.31919787074004	0.550389713777524
chr1	12829792	1.23434672516689	0.684038862236254
chr1	12837840	1.23434672516689	0.684038862236254
chr1	12837841	1.12978539817729	0.835911421360062
chr1	12838516	1.12978539817729	0.835911421360062
chr1	12838517	1.26025012645508	0.670962255578719
chr1	12841928	1.26025012645508	0.670962255578719
chr1	12841929	1.26025012645508	0.670962255578719
chr1	12860749	1.43964190998874	0.418333764334004
chr1	12880356	1.43964190998874	0.418333764334004
chr1	12880357	1.41499586886296	0.513448150676394
chr1	12883096	1.41499586886296	0.513448150676394
chr1	12883097	1.41499586886296	0.513448150676394
chr1	12883131	1.41499586886296	0.513448150676394
chr1	12883132	1.2120713159612	0.818339630615381
chr1	12911096	1.2120713159612	0.818339630615381
chr1	12911097	1.12013095305494	1
chr1	12911200	1.12013095305494	1
chr1	12911201	1.2890440068981	0.635479654520839
chr1	12912501	1.2890440068981	0.635479654520839
chr1	12912502	1.51579688949238	0.46103878494599
chr1	12913896	1.51579688949238	0.46103878494599
chr1	12913897	1.37269216280636	0.611018725021937
chr1	12915847	1.37269216280636	0.611018725021937
chr1	12915848	1.49154651714186	0.582185644596056
chr1	12921551	1.49154651714186	0.582185644596056
chr1	12921552	1.34354665835559	0.77392183055356
chr1	12961018	1.34354665835559	0.77392183055356
chr1	12961019	1.73647699336227	0.498323663350199
chr1	12963797	1.73647699336227	0.498323663350199
chr1	12963798	1.35818207364004	0.723158418114505
chr1	13016981	1.35818207364004	0.723158418114505
chr1	13016982	0.399454290572387	0.631043264678132
chr1	13187370	0.399454290572387	0.631043264678132
chr1	13187371	0.599223576194001	1
chr1	13375345	0.599223576194001	1
chr1	14000571	3.28834777406193	0.353267510227067
chr1	14001018	3.28834777406193	0.353267510227067
chr1	14001019	2.39731603192826	0.594441664262627
chr1	14013819	2.39731603192826	0.594441664262627
chr1	14013820	1.19853077461401	1
chr1	14016195	1.19853077461401	1
chr1	15393295	3.19476391537369	0.359879324343063
chr1	15413355	3.19476391537369	0.359879324343063
chr1	15528334	3.49322971506192	0.376438763240833
chr1	15537858	3.49322971506192	0.376438763240833
chr1	15537859	2.74759513522367	0.621332632573038
chr1	15600649	2.74759513522367	0.621332632573038
chr1	15600650	2.74759513522367	0.621332632573038
chr1	15609117	2.74759513522367	0.621332632573038
chr1	15609118	1.88168914035741	1
chr1	15616139	1.88168914035741	1
chr1	15616140	0.980194547350683	1
chr1	15639581	0.980194547350683	1
chr1	16055038	0.988146593255866	1
chr1	16098865	0.988146593255866	1
chr1	16363940	0.798968312425229	1
chr1	16389566	0.798968312425229	1
chr1	16389567	2.39731603192826	0.594441664262627
chr1	16408804	2.39731603192826	0.594441664262627
chr1	16561525	1.19853077461401	1
chr1	16566819	3.59638978505516	0.336269973909547
chr1	16593369	3.59638978505516	0.336269973909547
chr1	16593370	1.19853077461401	1
chr1	16594994	1.19853077461401	1
chr1	16781447	1.19853077461401	1
chr1	16813921	1.19853077461401	1
chr1	17593316	0.898876708157281	1
chr1	17593406	1.39862749713896	0.58695552011048
chr1	17594896	1.19981042721841	0.402038853647406
chr1	17595702	1.09217150475675	0.697078870613162
chr1	17617109	1.09217150475675	0.697078870613162
chr1	17617110	1.0705860953349	0.76935140547484
chr1	17619279	1.0705860953349	0.76935140547484
chr1	17619280	1.06822215967142	0.767398562453311
chr1	17619295	1.06822215967142	0.767398562453311
chr1	17619296	1.12745132499719	0.609362452443498
chr1	17620009	1.12745132499719	0.609362452443498
chr1	17620010	1.19867214827222	0.779285125437839
chr1	17622654	1.19867214827222	0.779285125437839
chr1	17622655	0.599166527937814	0.695024534696601
chr1	17622865	0.599166527937814	0.695024534696601
chr1	17622866	0.599223576194001	1
chr1	17622897	0.599223576194001	1
chr1	17622898	1.19853077461401	1
chr1	17628696	1.19853077461401	1
chr1	17776833	1.19853077461401	1
chr1	17781264	0.399454290572387	0.631043264678132
chr1	17841003	0.399454290572387	0.631043264678132
chr1	18298172	1.19853077461401	1
chr1	18314621	1.19853077461401	1
chr1	18314622	1.19853077461401	1
chr1	18577110	1.19853077461401	1
chr1	18578075	1.19853077461401	1
chr1	18591752	1.19853077461401	1
chr1	22391767	4.79513511631006	0.184222614839561
chr1	22395251	4.79513511631006	0.184222614839561
chr1	22395252	3.59638978505516	0.336269973909547
chr1	22426487	3.59638978505516	0.336269973909547
chr1	22426488	2.39731603192826	0.594441664262627
chr1	22431777	2.39731603192826	0.594441664262627
chr1	22911378	0.524120119976742	1
chr1	22949163	0.524120119976742	1
chr1	22949164	0.988146593255866	1
chr1	22952061	0.988146593255866	1
chr1	23089261	0.524120119976742	1
chr1	23247395	0.524120119976742	1
chr1	23907702	1.19853077461401	1
chr1	24021306	1.19853077461401	1
chr1	25405809	6.34557579948229	0.0636685772397948
chr1	25406674	3.91926872523724	0.107393389032211
chr1	25407854	2.10575045475761	0.268221360610625
chr1	25413465	1.66463701075392	0.426978416481
chr1	25413466	1.37313134911053	0.610987888927777
chr1	25418010	1.65863605314451	0.341234839685747
chr1	25429473	1.41156950747924	0.636473202327497
chr1	25434242	1.22736640072776	0.818277169123886
chr1	25441546	1.1795763340716	0.827358185089837
chr1	25469913	1.05674522231281	1
chr1	25486203	1.14165269544984	0.835500743233038
chr1	25499030	1.14165269544984	0.835500743233038
chr1	25499031	1.4400055590856	0.512257579390534
chr1	25549737	1.4400055590856	0.512257579390534
chr1	25549738	1.34933846296055	0.654226989981219
chr1	25572637	1.34933846296055	0.654226989981219
chr1	25572638	1.42963639587102	0.488305202488774
chr1	25688792	1.42963639587102	0.488305202488774
chr1	25688793	1.86341502128717	0.304801150255836
chr1	25695835	1.86341502128717	0.304801150255836
chr1	25695836	1.69140032397603	0.425395897938567
chr1	25707260	1.69140032397603	0.425395897938567
chr1	25707261	1.51820482992241	0.581144673761066
chr1	25707262	1.16704093910546	1
chr1	25723250	1.16704093910546	1
chr1	25723251	0.739596892452362	0.74486633733106
chr1	25745811	0.739596892452362	0.74486633733106
chr1	25745812	0.562311449980734	0.494004796844487
chr1	25756934	0.772023839476518	0.748878164391222
chr1	25756935	0.562311449980734	0.494004796844487
chr1	25760107	0.562311449980734	0.494004796844487
chr1	25760108	0.432737725209622	0.424867921972622
chr1	25760919	0.432737725209622	0.424867921972622
chr1	25760920	0.585066932007213	0.669130877344892
chr1	26688707	1.19853077461401	1
chr1	26724492	1.19853077461401	1
chr1	28623600	0.988146593255866	1
chr1	28636692	0.296943120781606	0.348219043149692
chr1	28636693	0.296943120781606	0.348219043149692
chr1	28666666	0.296943120781606	0.348219043149692
chr1	28740420	0.218454655602673	0.191262578098877
chr1	28740421	0.342872180262701	0.259551849655247
chr1	28815281	0.342872180262701	0.259551849655247
chr1	28815282	0.585066932007213	0.669130877344892
chr1	28815283	0.585066932007213	0.669130877344892
chr1	28821924	0.585066932007213	0.669130877344892
chr1	28821925	0.814676256758163	1
chr1	28926886	0.814676256758163	1
chr1	28941332	0.814676256758163	1
chr1	28941333	1.6294846260296	1
chr1	30917176	2.39731603192826	0.594441664262627
chr1	30918165	1.08874893456963	1
chr1	30918166	1.54645659950684	0.681942228084818
chr1	30918453	1.09530002113724	1
chr1	30938589	1.09530002113724	1
chr1	30938590	1.75021127282983	0.666080872824085
chr1	30962106	1.75021127282983	0.666080872824085
chr1	30962107	1.26943801765978	1
chr1	30962474	1.26943801765978	1
chr1	33872593	0.460614124170672	0.609399831865908
chr1	33893290	0.881802749059008	1
chr1	33893830	1.3053578061674	1
chr1	33918337	1.84327952457135	0.687570094791817
chr1	34046034	1.84327952457135	0.687570094791817
chr1	34046035	1.3053578061674	1
chr1	34089394	1.3053578061674	1
chr1	34089395	0.896833240327222	1
chr1	34347106	1.3053578061674	1
chr1	34381854	1.3053578061674	1
chr1	34381855	0.896833240327222	1
chr1	34424462	0.896833240327222	1
chr1	40158828	0.988146593255866	1
chr1	40181503	2.11983754614782	0.613585803067237
chr1	40183029	0.738163192569449	1
chr1	40183228	1.01351764066336	1
chr1	40183921	0.571455179437414	0.496324880646843
chr1	40183922	0.762557844150673	0.765466515439365
chr1	40184732	0.770461151331406	0.781987067320448
chr1	40184733	0.668510922199228	0.592563583315861
chr1	40190102	0.776271704755213	0.796038058451343
chr1	40203722	0.613599742944114	0.339755760744499
chr1	40206510	0.57335457917586	0.342618391835442
chr1	40246984	0.57335457917586	0.342618391835442
chr1	40246985	0.482762759113077	0.220720759167067
chr1	40255292	0.433727788394644	0.0995136913995708
chr1	40268368	0.433727788394644	0.0995136913995708
chr1	40268369	0.362156387007315	0.0531761879524253
chr1	40281440	0.362156387007315	0.0531761879524253
chr1	40281441	0.29031847343083	0.0401494982914952
chr1	40294186	0.29031847343083	0.0401494982914952
chr1	40294187	0.218224735521218	0.0160341588202889
chr1	40305270	0.218224735521218	0.0160341588202889
chr1	40305271	0.239427978292114	0.0275141267973692
chr1	40306898	0.239427978292114	0.0275141267973692
chr1	40306899	0.337736010817809	0.128645881507787
chr1	40307719	0.337736010817809	0.128645881507787
chr1	40307720	0.290615922624987	0.155547099774928
chr1	40308918	0.290615922624987	0.155547099774928
chr1	40308919	0.151616315452461	0.0595437045987082
chr1	40310220	0.151616315452461	0.0595437045987082
chr1	40310221	0.239460162876071	0.209957725695482
chr1	40311946	0.239460162876071	0.209957725695482
chr1	40311947	0.42185874069307	0.594191282300932
chr1	40313932	0.42185874069307	0.594191282300932
chr1	41338665	0.988146593255866	1
chr1	41340069	0.524120119976742	1
chr1	41340619	0.738163192569449	1
chr1	41343061	0.660184655897556	0.559915091928397
chr1	41344619	0.638158911854352	0.468066853035966
chr1	41346427	0.380586099295609	0.023437709489538
chr1	41346428	0.465355453883404	0.00338457896686463
chr1	41347207	0.750963229510869	0.136901692561899
chr1	41347228	0.768320829440236	0.174375234029052
chr1	41348071	0.755869940398783	0.148918274814036
chr1	41348072	0.79058876248474	0.197818138442885
chr1	41349252	0.800113472995279	0.204756247155258
chr1	41351612	0.767177855518447	0.134111120967773
